text,Label
He asked what department I worked for. He told me nothing more than he’d recently moved here from & his wife wasn’t thrilled. (I thought at the time “Send her out to w/ your Amex that will shut her up” (I’d noticed an expensive ) (I didn’t say it) 🤦‍️,0
Art for the eyes!,0
"Joseph Miller, Bruce Sokler, Shawn Skolky, & Tinny Song discuss a federal district court’s denial of the ’s challenge to Sabre Corp.’s $360 million acquisition of Farelogix Inc., which applied the ’s holding in Ohio v. American Express.",0
"Let’s up the ante! This week’s Dine-Around Bingo prize will include...2 tickets to a concert at , $50 Amex gift card & a $25 restaurant gift card. We're playing ANY ROW this week!",0
"American Express $AXP is scheduled to announce Q1 earnings results on Friday, April 24th, before market open. The consensus EPS Estimate is $1.71 and the consensus Revenue Estimate is $10.67B.",0
"Good Morning. I see you have looped in to address your concerns, please also visit the website for other options, as our team only has access to US Amex Card specifics. Please visit: ^RK",0
"HARRYWEEN. MADISON SQUARE GARDEN. GUEST - ORVILLE PECK. American Express and Verified Fan Presales begin Monday, March 2. Public onsales begin Friday, March 6.",0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, Visa, MC and Amex Stay safe friends we'll see…",0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, Visa, MC and Amex. Be safe and we'll see…",0
The Platinum Card from American Express review,0
"I used to work for American Express and spent some time in NY. It was on her bucket list to visit, so I took her there a year and a half ago. We love living around no one, but NYC is a fun place to visit! Well probably not so much at the moment, but we’ll get through this!",0
"Let’s up the ante! This week’s Dine-Around Bingo prize will include...2 tickets to a concert at , $50 Amex gift card & a $25 restaurant gift card. We're playing ANY ROW this week!",0
"Let’s up the ante! This week’s Dine-Around Bingo prize will include...2 tickets to a concert ThePavilionTMF at ToyotaMusicFac , $50 Amex gift card & a $25 restaurant gift card. We're playing ANY ROW this week! pic.twitter…",0
"Let’s up the ante! This week’s Dine-Around Bingo prize will include...2 tickets to a concert at , $50 Amex gift card & a $25 restaurant gift card. We're playing ANY ROW this week!",0
A statement from American Express. Please visit our COVID-19 Info Hub for more:,0
"Let’s up the ante! This week’s Dine-Around Bingo prize will include...2 tickets to a concert at , $50 Amex gift card & a $25 restaurant gift card. We're playing ANY ROW this week!",0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, along with Visa, MC and Amex Be safe, keep…",0
"“5 Tips to Virtually Recruit New Employees - If your business is in a position to bring on new employees during the pandemic, you may have to adjust your hiring strategies to identify and attract the right talent.”",0
"Let’s up the ante! This week’s Dine-Around Bingo prize will include...2 tickets to a concert at , $50 Amex gift card & a $25 restaurant gift card. We're playing ANY ROW this week!",0
$AXP will announce tomorrow before the market open. has an expected move of 13.59%. The average move over the past 3 years has been 3.83%. See full earnings report:,0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, Visa, MC and Amex Be safe, keep the faith…",0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, Visa, MC and Amex Be safe, keep the faith…",0
"Let’s up the ante! This week’s Dine-Around Bingo prize will include...2 tickets to a concert at , $50 Amex gift card & a $25 restaurant gift card. We're playing ANY ROW this week!",0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, Visa, MC and Amex. Be safe and we'll see…",0
Hi. Approval for a Paycheck Protection Program loan through American Express and the amount of your loan are dependent on eligibility criteria set by the SBA and American Express. Eligibility information can be found at or at . ^B,0
Ask him who paid his AMEX tab if $133K when he ran & had no $?,0
DINO,0
"I would love to help . I can share the presentation and Hangout Meet webinar recordings if Amex is interested. If you are Alex, DM me and let’s chat. Thanks Betsy for the shoutout!",0
"Scoop: ThankYou Points adds its 16th transfer partner: Skywards! With this addition, Emirates is now a transfer partner of all five transferrable currencies (Amex, CapOne, Chase, Citi, and Marriott):",0
And ps it isnt possible to finance a 50k car. My bartender drives a new 4 series on his non rich salary. Its called EXCELLENT CREdit !! Thats like sayin only people who have an amex are rich. And you call me dumb ? Cmon man. Lets not compare tax returns,0
"“Because all Anchors, Banks, Payment Processors, Exchanges and other Financial Institutions are operating on the same network...they and their users can interact with each other without friction of fees, middlemen or wait times” •^",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"Personally, I’d find a way to borrow money from them at 0% for the month and try to make 15-25% off of it and return the principal before the due date. Now, you can make money like them and get rewarded for it.",0
Test your knowledge of Cape Cod's Arts & Culture scene for the chance to win a $25 American Express gift card! GO!,0
"A Peek Into The Markets: US Stock Futures Up Ahead Of Verizon, American Express Earnings",0
American Express Announces Double Points For Centurion and Platinum Members on Everything - 21 April to 20 July 2020 via,0
"You have the option of opening a billing inquiry, however, we must abide by the merchants policies. You can also contact Amex Assurance to see if you are able to open an insurance claim. They can be reached directly at 800-228-6855.",0
"Learn how the consumer landscape drives & defines from top representing , , and . Register today and follow , & >>",0
"Learn how the consumer landscape drives & defines from top representing , , and . Register today and follow , & >>",0
"Meet Shushanna (Class 37) from Armenia! Currently, Shushanna serves with Atlas Corps as the Leadership Fellow by helping to expand the American Express Leadership Academy. How will you advance your career? Visit .",0
"Serve Customer Care P.O. Box 826 Fortson, GA 31808 You must include the following when notifying us of a Dispute: Your name and American Express Serve Account number. Description of the transfer or transaction you are unsure about,",0
American Express Announces Double Points For Centurion and Platinum Members on Everything - 21 April to 20 July 2020 via,0
"You can now pay driver license reinstatement fees online at using Visa, MasterCard, Discover, American Express debit/credit cards or electronic check.",0
"My only connect for business, info, consultations. No extra letters, numbers or spaces. CashApp $sxctwelv payments PayPal Visa/MC/Amex payments Email: Dopeartbyray.com Phone: 313-643-7352 Leave a text message only I appreciate my clients. No DMs",0
"Hilton and American Express are honored to assist frontline medical professionals in the fight against COVID-19. Earlier this week, we began welcoming our first guests under this new program in cities across the country.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"Economic Impact Payments. Visit We are experiencing high call volume funds are deposited to Account, you will receive an email stay in control of your Account by logging in online or the App. When we know more we will update this information here.",0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, Visa, MC and Amex Stay safe friends we'll see…",0
Yolt launches API connection with American Express,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
". Card Members, get early access to tickets for George’s new show in South Bend, IN with now thru 3/5! Terms Apply. 8/15/20 Notre Dame Stadium, South Bend, IN:",0
"Our Director of Operations/Human Resources, Theresa Santoro and others share why education-focused employee incentives can help your company's present and future. Remote learning is more important now than ever.",0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, Visa, MC and Amex Stay safe friends we'll see…",0
Justin Bieber. Bringing Presented by TMobile AmexPresale New merch drop with pre-sale,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
Is Amex About To Improve The Platinum Card (Temporarily)? via,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
i just made another dumbass expensive purchase. take my amex. do it. plz. save me.,0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, Visa, MC and Amex Be safe, keep the faith…",0
American Express and Walmart Launch Bluebird: a New Alternative to Debit and Checking Accounts is e eI e I de N hh s ewwww,0
Justin Bieber. Bringing Presented by TMobile AmexPresale New merch drop with pre-sale,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
Harry Styles Watermelon Pit TD Garden FIRST ACCESS!! 7-10-20 Amex Lane One,0
How will markets close out the week? Check out our Opening Bell analysis.,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
American Express Tightens Its Belt,0
American Express $AXP Set to Announce Earnings on Friday,0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, Visa, MC and Amex. Be safe and we'll see…",0
Were Hedge Funds Right About American Express Company (AXP)? Follow for News,0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, along with Visa, MC and Amex Be safe, keep…",0
Same here! If I lose money I just cut the credit card up and throw it in the trash. Called being smart,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
Did I Get A Retention Offer For My AMEX Business Card? via,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
$CVM - CEL-SCI Reports Recent Data Review by the Independent Data Monitoring Committee for Its Pivotal Phase 3,0
"""Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more""",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
$AXP - American Express Q1 2020 Earnings Preview,0
$AXP released mixed earnings for Q1 on Friday.,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
$GTE - Gran Tierra Energy Inc. Provides Notice of Virtual Annual Meeting of Shareholders,0
"* Experienced at startups, small business, and large, international organizations (including, Disney, NASA, GE, Wyndham, Lockheed Martin, Northrup Grumman, and American Express) *BA in English with a concentration in Technical Writing from the University of Central Florida",0
. Card Members can get tickets now thru 11/8 to see me on the tour in select markets!,0
". Card Members, get early access to tickets for George’s new show in South Bend, IN with now thru 3/5! Terms Apply. 8/15/20 Notre Dame Stadium, South Bend, IN:",0
"[Now through 8/2] +2 Membership Rewards points at Phillips 66, 76, & Conoco w/ Amex Offer via",0
"⭕️⭕️ Yes. But that person gave me a routi g number :checking account number and paid 1000.00 on my Amex card because he ,he said because it the death and destruction of here.Yes it did go they but after 4 days Amex called &the back asked for the paymff ref by back ⭕️⭕️",0
Justin Bieber. Bringing Presented by TMobile AmexPresale New merch drop with pre-sale access,0
"2 GoPro Hero 7 Black cameras for $370 with Amex Offer, YMMV",0
Justin Bieber. Bringing Presented by TMobile AmexPresale New merch drop with pre-sale access,0
Justin Bieber. Bringing Presented by TMobile AmexPresale New merch drop with pre-sale,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"2c) Plaintiffs pursuing treble damages & settlement payouts may bring weak cases; dismissal rate is from a non-random sample. Meanwhile, agencies have brought, e.g., FTC v Surescripts, FTC v Qualcomm, US v. Amex, FTC v Intel, etc.",0
5 Tips to Virtually Recruit New Employees via,0
A few more tips for your next virtual presentation:,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
All the Rare American Express Colors Explained via,0
Justin Bieber. Bringing Presented by TMobile AmexPresale New merch drop with pre-sale,0
"American Express Reports First-Quarter Revenue of $10.3 Billion and Earnings Per Share of $0.41 - YORK--(BUSINESS WIRE)--American Express Company (NYSE: AXP) today reported first-quarter net income of $367 million, or $0.41 per share, compared with net ...",0
American Express Unveils ‘Stand for Small’ Coalition to Support U.S. Small Businesses,0
"Amex Is Offering 20,000 Points For Platinum Card Referrals [Targeted] via",0
Amex is offering double points to Platinum cardholders around the world — Is the U.S. next?,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
Amex launches Double Rewards for all Platinum and Centurion cardmembers via,0
Amex Limits Charge Cards To 10 Per Person via,0
"Amex Limits Charge Cards, COVID Impact on Elite Status, Oldest Hotels in the World via",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
American Express hints at future Platinum Card enhancements on Q1 earning call,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
Anyone else not getting their money back from on flights bought to Europe? Just got word my claim was denied and not refundable. Not even sure how I can fly there given the boarders are closed and my flight was cancel. Is there a class action I can join?,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
Bank of America and American Express fighting to see who’s getting my stimulus check,0
"Besides Google, other large companies that use Go today include Netflix, American Express, Salesforce, IBM, Target, Twitch, Twitter, Uber, and Dropbox, according to ZDNet.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"but ""all states"" need a bailout. 🤔🤔 last I checked Small Businesses are not only owned by Democrats: Which Political Party Do Small-Business Owners Identify With the Most? via",0
Buying all at premium rate!! Walmart visa Finishline Offgamers Google play itune Steam Home depot Sephora Nordstrom ebay Amazon amex visa Best buy Macy Nike,0
Complete List of American Express Membership Rewards Points Airline and Hotel Transfer Partners & Bonus [2020],0
Cornell Pochily Investment Advisors Inc. Increases Position in American Express $AXP,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
$PLM - PolyMet seeks state Supreme Court review of lower court air permit ruling,0
"Depending on your card type you may be able to chat securely online. If you have one of our US Amex Charge or Credit Cards when logged into your account, there is an option to chat online with us. Let me know if you have another type of card or we can help.",0
American Express $AXP Set to Announce Earnings on Friday,0
"In Application of American Express to Horizontal Merger Challenge, District Court Allows of Airline Ticket Platforms",0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
Do You Need a Social Media Manager? PR,0
"AOA member benefit: Hilton and American Express have partnered to provide up to 1 million hotel nights to COVID-19 responders through the end of May. For more information, please visit this page (AOA log-in required):",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"Domestic Tourism Market 2020 Booms the Global Travel Sector – Expedia Group, Priceline Group, China Travel, China CYTS Tours Holding, American Express Global Business Travel - Cole of Duty",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"Earn From Home: Get a Free 3,000 Amex Points or $30 with New User Bonus via",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
Earnings April 22 AT&T $T Delta Air Lines $DAL Alcoa $AA Kinder Morgan $KMI Visa $V Las Vegas Sands $LVS April 23 Amazon $AMZN Domino's Pizza $DPZ Freeport-McMoran $FCX Intel $INTC United Airlines $UAL on April 24 American Airlines $AAL American Express $AXP Verizon $VZ,0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
"For the first time in The Recorded History of Mankind, I received an Amex invoice with a monthly balance of recorded charges totaling $0.00. Those of you who know will want to call or send him a nice note. We’ve known each other 25 years and well, this is big.",0
"Get a Bonus Membership Rewards Point at Many Retailers with Amex Offer (Grubhub, Dell, BestBuy, Lowe’s)",0
"We’re not here right now, but we’ll reply when we’re back in the morning. If you need immediate assistance go to for helpful resources or chat with us by logging in at and clicking the Chat button.",0
Have you taken the Q&A Survey on refractive error yet? Time is of the essence and you could win a $100 Amex gift card for completing. Check it out at,0
Are you an American Express Merchant? We've teamed up to provide you special pricing! Check us out on the American Express Merchant portal here:,0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
Here's How Much Investing $100 In American Express in 2010 Would Be Worth Today Follow for News,0
"Hey , is there a way I can convert my Delta Skymiles back into standard Amex membership rewards points? I’d like to figure out how I can unload 130,000 Delta Skymiles and apply that value to other purchase categories. Please advise. Thanks.",0
"Hi. Congratulations! Welcome to American Express. If you've locked your login credentials, you will need to wait for your new Card to arrive in order for us to unlock the account and reset the password for you. After you receive your new Card,",0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
Which bank stock would you own and why?,0
Which Political Party Do Small-Business Owners Identify With the Most? via,0
I did that at Mad Amex one time. My chicken was so good I bust into the kitchen like “WHO MADE MY WINGS??? THEY ARE DELICIOUS!” And they all laughed and didn’t kick me out the establishment.,0
I had to stop. I accedentally put {redacted} worth of personal travel expenses on my company amex. . I dont want these people knowing my private life.,0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
If AMEX lowers the APY on my account one more time,0
"In 2018, the Supreme Court ruled American Express did not violate antitrust law; scholars debate the economics applied. Read more in the System Research Briefing: .",0
"In this week’s Now! discusses the importance of supporting our unsung heroes, artists and muses during this time of adversity.",0
$GPL - Great Panther Announces New CEO Rob Henderson; Three New Directors including David Garofalo as Chair;,0
In-depth analysis of Sabre-Farelogix by . (Full disclosure: I made it into a footnote and am pretty stoked about that.),0
"In Application of American Express to Horizontal Merger Challenge, District Court Allows Merger of Airline Ticket Platforms",0
is a PPP lender now. Apply here:,0
Is the American Express Green Card Worth Its Annual Fee?,0
$GPL - Great Panther Announces New CEO Rob Henderson; Three New Directors including David Garofalo as Chair;,0
Vanilla Walmart/Walmart Visa Visa gift card Sephora Nordstrom Home Depot Offgamer Nike Amex EBay Steam Itunes Google Amazon All needed At Sleek rates WhatsApp: 07015321988,0
How to Give an Effective Online Presentation From Home,0
"Me telling myself I should do some retail therapy and take advantage 25% off plus use my Amex Offer to get 10,000 points at",0
"Merchant category codes MCC are very important in this game. It’s even possible the same merchant has different MCC’s between Visa, Amex, MC. For example, it’s well know that many 7-11 stores code as a gas station when using Visa",0
Mine wasn’t a presale it was like a advantage ticket. I think the amex presale was mostly on ticketmaster that’s where I got mine when I bought them for my American tour dates hahaha. Honestly no idea tho haha,0
"Mobile Payment Market and Ecosystem Analysis, Growth Opportunities (Apple, Google, American ...",0
"More rate drops today on online savings accounts: AMEX falls to 1.50% APY (was 1.60%, peaked at 2.10%) Live Oak Bank falls to 1.55% APY (was 1.75%, peaked at 2.30%)",0
Most definitely a reorganization...unlike Barneys..know how to do damage control...they almost went bankrupt before when they only used to accept Amex,0
My annual fee was due on my AMEX card. Did they offer me anything when I called to cancel?,0
How to Prioritize Bills When Cash Flow Is Tight -,0
"My Banking Series is up on my blog (Navy Fed, AMEX, Discover, USAA, and DCU)",0
"Hi thanks for reaching out. You can speak with our Customer Care Professionals by calling the number on the back of your card, chatting online at or tweeting us. We will work together to find a solution. We’re here and ready to help.",0
How American Express Came Through With Q1 Results,0
My fiancé and I booked a trip for a wedding in April through . The airline cancelled the flight. I contacted the airline to request a refund per guidelines requiring a refund if the airline cancels the flight.,0
$FSP - Franklin Street Properties Corp. to Announce First Quarter 2020 Results,0
My mom gone call my sister’s food stamp card an American Express Black card,0
Are you an American Express Merchant? We've teamed up to provide you special pricing! Check us out on the American Express Merchant portal here:,0
"My only connect for business, info, consultations. No extra letters, numbers or spaces. CashApp $sxctwelv payments PayPal Visa/MC/Amex payments Email: Dopeartbyray.com Phone: 313-643-7352 Leave a text message only I appreciate my clients. No DMs",0
how do you dispose of the metal cards? Do you have an address to mail them to recycle?,0
"Napa Valley Tesla Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more - CNBC",0
Select Amex Cardholders: 2-Ct GoPro HERO7 Black Action Camera + $90 Statement Credit $460 + Free Shipping,0
New Deal (ROCCAT Kain 120 Aimo RGB PC Gaming Mouse - Black $37.49) -- $49.99 – $12.50 coupon $29.84 w/ 20% Amex/Discover...,0
New on our COVID-19 blog: Amazon has joined the coalition to support small businesses with educational content and resources.,0
". & are donating up to 1M free hotel nights to frontline medical professionals caring for patients, incl members in good standing. Visit to search available hotels and book a reservation.",0
Are you an American Express Merchant? We've teamed up to provide you special pricing! Check us out on the American Express Merchant portal here:,0
American Express $AXP Scheduled to Post Earnings on Friday,0
a Swiss Army knife and an Amex card.,0
"Of wire transfers, personal check, or American Express cards?",0
Investment Analysts’ Weekly Ratings Updates for American Express $AXP,0
"Hi thanks for reaching out. You can speak with our Customer Care Professionals by calling the number on the back of your card, chatting online at or tweeting us. We will work together to find a solution. We’re here and ready to help.",0
"On Friday's Out of The Comfort Zone will be talking about his Business Improv programs. With his approach to emphasize ways to foster collaborative cultures. He has worked with major brands including GOOGLE, Ford, & American Express.",0
". & are donating up to 1M free hotel nights to frontline medical professionals caring for patients, incl members in good standing. Visit to search available hotels and book a reservation.",0
". & are donating up to 1M free hotel nights to frontline medical professionals caring for patients, incl members in good standing. Visit to search available hotels and book a reservation.",0
"Rakuten Boosts Friend Referrals To $30/3,000 Amex Points Each (Limited Time) via",0
"ratetake: Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more via",0
Which bank stock would you own and why?,0
"A Peek Into The Markets: US Stock Futures Up Ahead Of Verizon, American Express Earnings $VZ $AXP $EBAY $INTC $WWE",0
Recap: American Express Q1 Earnings $AXP,0
"Resource: has partnered with over 40 cos including , , , , & to launch ‘Stand for Small’ coalition to support small businesses impacted by coronavirus. Read more: .",0
rumor has it amex might be planning additional benefits to their platinum card... meanwhile the sapphire took a downfall with their recent updates (imo anyway....the benefits are useless to me making the price increase not worth it),0
"[Targeted] AmEx Offer: , Spend $100+ & Receive $30 Statement Credit + $50 Off $150+",0
$HUSA - Proxy Statement - Notice of Shareholders Meeting (preliminary) (pre 14a),0
How to Give an Effective Online Presentation From Home,0
SimplyCash Preferred from American Express review,0
Investment Analysts’ Weekly Ratings Updates for American Express $AXP,0
". & are donating up to 1M free hotel nights to frontline medical professionals caring for patients, incl members in good standing. Visit to search available hotels and book a reservation.",0
Steps To American Express Log In | Log Into Your American Express Online Account,0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more -",0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
"Thanks for comment, . We developed a resource center businesses struggling with the changes brought on by COVID-19 – articles, talking points, podcasts and more aim to help us see the light at the end of the tunnel. Check it out at",0
"That’s the catch, you need to use those points at that level before you downgrade to Freedom. I like my Amex gold, but hoping perks will change because I don’t like GrubHub credits",0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more -",0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
How American Express Came Through With Q1 Results,0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
How HR Teams Can Maintain Compliance with a Virtual Workforce,0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
Amazon Promotion for Amex Platinum Cardholders… in Canada via,0
The Platinum Card from American Express review,0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
The Real Numbers Behind $AXP Revealed,0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
American Express $AXP Announces Earnings Results,0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more",0
"[Targeted] AmEx Offer: , Spend $100+ & Receive $30 Statement Credit + $50 Off $150+",0
6 Takeaways From the Earnings Call (Including Card Refreshes),0
art for the eyes!,0
American Express $AXP Scheduled to Post Earnings on Friday,0
Vanilla Walmart/Walmart Visa Visa gift card Sephora Nordstrom Home Depot Offgamer Nike Amex EBay Steam Itunes Google Amazon All needed At Sleek rates WhatsApp: 07015321988,0
"This is not. Please go to , log in and we will continue our conversation there.",0
"Stocks making the biggest moves in the premarket: American Express, Verizon, Intel, Tesla & more -",0
Supermarkets Amex Offer: Save 5% On Up To $200 Of Spend via,0
". & are donating up to 1M free hotel nights to frontline medical professionals caring for patients, incl members in good standing. Visit to search available hotels and book a reservation.",0
American Express Membership Rewards Points – An Overview,0
Vanilla Walmart/Walmart Visa Visa gift card Sephora Nordstrom Home Depot Offgamer Nike Amex EBay Steam Itunes Google Amazon All needed At Sleek rates WhatsApp: 07015321988,0
6 Takeaways From the Earnings Call (Including Card Refreshes),0
6 Takeaways From the Earnings Call (Including Card Refreshes),0
Vanilla Walmart/Walmart Visa Visa gift card Sephora Nordstrom Home Depot Offgamer Nike Amex EBay Steam Itunes Google Amazon All needed At Sleek rates WhatsApp: 07015321988,0
American Express $AXP Announces Earnings Results,0
"Transformation: World-famous, Michelin-starred Eleven Madison Park becomes a soup kitchen: powered by Story:",0
